"text","page"
"Several Hindus and Jains observe this practice in an event known as Ekadashi, which occurs roughly every eleventh day. Women may perform this action on Karva Chauth, and Mormons are asked to practice it the first Sundays of each month. In Judaism, this action occurs on the Tenth of (*) Tevet. Muslims recite the Fajr prayer before engaging in this practice, and in the evening, they end their ritual by using dates and water in an event called iftar. Jews are required to perform this action on Yom Kippur. For ten points, identify this abstention of food practiced by Muslims during the month of Ramadan.","Fasting"
"This man defeated the Amalekites by holding his hands up through the duration of the battle. This figure mounted a brass serpent on a pole to save his followers from snakebites. After this figure struck rock with his staff to create water, he was forbidden from crossing the (*) Jordan River. While living as a shepherd in Midian, this figure married Zipporah and spoke to God through a burning bush. This leader, who was succeeded by Joshua, wrote the Torah and received the Ten Commandments on Mount Sinai. For ten points, identify this Biblical figure who parted the Red Sea when leading the Israelites on their exodus from Egypt.","Moses"
"One story from this religion tells of a man who continually tries to run away from his shadow, yet never thinks to sit under the shade of a tree. A key figure from this religion once wondered whether he dreamt of a butterfly or the butterfly dreamt of him. Practitioners of this religion attempt to attain the concept of non-action, or (*) ""wu wei."" This religion, whose deities include the Immortal Eight and the Jade Emperor, describes the interconnectedness of opposite forces through the concepts of yin and yang. For ten points, identify this Chinese religion which advocates ""the way"" and was founded by Laozi.","Taoism"
"This religion divides time into repeating cycles of happiness and sorrow known as Kalacakra. The Agamas and the biographical Kalpa Sutra are among the texts of this religion. One sect in this religion believes Mallinath was a woman, and members of its other notable sect do not (*) wear clothes. Some practitioners of this religion wear masks to avoid accidentally swallowing insects. This religion, which is separated in Svetambara and Digambara sects, venerates the twenty-fourth Tirthankara, Mahavira. For ten points, identify this Indian religion that emphasizes the principle of non-violence, or ahimsa.","Jainism"
"This religion divides time into repeating cycles of happiness and sorrow known as Kalacakra. The Agamas and the biographical Kalpa Sutra are among the texts of this religion. One sect in this religion believes Mallinath was a woman, and members of its other notable sect do not (*) wear clothes. Some practitioners of this religion wear masks to avoid accidentally swallowing insects. This religion, which is separated in Svetambara and Digambara sects, venerates the twenty-fourth Tirthankara, Mahavira. For ten points, identify this Indian religion that emphasizes the principle of non-violence, or ahimsa.","Jainism"
"According to Mormons, this figure was the human form of the archangel Gabriel. The seventy-first sura of the Qur'an is named after this figure and details how Allah created the Sun and Moon. Black slavery was sometimes justified by an incident in which this figure cursed his grandson to be the ""lowest of slaves."" That incident occurred after this figure's son saw him passed out and (*) naked in a tent. This father of Shem, Japheth, and Ham received an olive leaf from a dove he had sent out to look for land, which led to his landing on Mount Ararat and the formation of the Rainbow Covenant with God. For ten points, identify this biblical figure who survived the great flood on his ark.","Noah"
"The rich couple Sapphira and Ananias were struck dead after being rebuked by this figure for their greed. This man once resurrected a girl named Tabitha while on a journey to Lydda and Joppa, after which he had a dream in which God commanded him to eat non-kosher animals. This man quoted Psalm 118 in a speech to the Sanhedrin after healing a lame man at the Temple. This figure is denounced by (*) Paul in First Galatians for discriminating against non-Jewish converts. This man was called to follow Jesus while with his brother Andrew, and in Jerusalem, this man denied being a follower of Jesus three times. For 10 points, name this apostle of Jesus, the ""rock of the Church"", and the first pope.","Saint_Peter"
"This text compares men who take non-divine patrons to spiders, who build the weakest homes of any animal. Another passage from this text compares divine light to ""a niche and within it a lamp; the lamp enclosed in Glass: the glass as it were a brilliant star."" Its brief first section, containing a request to ""guide us on the right path,"" is called ""The (*) Opening."" In another section of this long text, part of a yellow animal is used to bring a man back to life to accuse his murderer; that section, containing the ""throne verse,"" is called ""the Cow."" This book consists of ayat that form surahs. For 10 points, name this most sacred text of Islam.","Quran"
"This religion's doctrine of ""not-one-pointedness"" holds that factual propositions should be turned into one of seven kinds of conditionals prefaced by the adverb syad. This religion's major symbol consists of a swastika above an open palm containing a chakra wheel. Monks in this religion take the ""five great vows"" in order to attain right knowledge, right faith, and right conduct, its non-Buddhist (*) Three Jewels. Disagreements over the authority of the agama, and whether women could ever attain moksha, led to the split between its Digambara and Svetambara sects. For 10 points, name this Indian religion founded by Mahavira on the non-violent principle of ahimsa.","Jainism"
"One of these beings from a non-fictional religion carries a staff with jingling rings and is called ""Lord of the Six Paths."" Another of these individuals has thousands of arms behind him arranged like peacock feathers and received ten extra heads to redeem the wicked. The Chinese goddess Kannon derives from the most compassionate of these beings, (*) Avalokiteshvara (uh-VAH-low-kee-tesh-VAH-ruh). Although their self-sacrifice is celebrated in China and Japan, becoming one of these individuals is less admirable than becoming an arhat in Theravada tradition. For 10 points, name these idealized humans in Mahayana Buddhism who return to earth after achieving enlightenment.","Bodhisattva"
"One group depicted in this text went on a 344-day voyage, and Coriantumr was that group's last living descendant. One character in this text studies a record written by Zeniff. It was supposedly originally translated using a pair of seer stones called Urim and Thummim, which were placed in a top hat. This text was originally written in unknown characters referred to as (*) ""Reformed Egyptian."" In the first chapters of the book, which is supposedly the record of Manasseh's descendants, a family is led out of Jerusalem before the Babylonians overtake the ancient city. After the family makes it to the new Promised Land, their descendants divide into the Nephites and the Lamanites. This text's book of Third Nephi details Jesus Christ's visit to the Americas after his resurrection and his establishment of a peaceful society. For 10 points, name this sacred text of the Latter Day Saints.","Book_of_Mormon"
"A form of this practice known as the endura was performed by Cathars after receiving the consolamentum. In 2001, Satguru Sivaya Subramuniyaswami engaged in a form of this practice known as prayopavesa after being diagnosed with intestinal cancer. A form of this practice in Jainism is only allowed when one has no remaining responsibilities and serves to rid a person of karma; that form of this practice is known as Sallekhana or (*) Santhara. During the Hindu festival of Karwa Chauth, women engage in this practice for the longevity of their husbands. This action can be preceded each day by the suhoor and ended with the consumption of dates during the iftar, and it is forbidden on Eid al-Fitr. For 10 points, name this practice that serves as the pillar of sawm in Islam, considered obligatory during the month of Ramadan.","Fasting"
"One sect of this religion derives its teachings from the Saheb-e-Dilan, who are believed to reside near Mount Damavand. The Ahuna Vairya is a sacred hymn of this religion that should be recited upon entering a house, according to the Denkard. Members of this religion are initiated through the navjote ceremony, after which they must wear the Sedreh and Kushti. This religion's Book of Arda Viraf describes the journey of Viraf, who is guided through the afterlife by the angel (*) Adar after crossing the Chinvat bridge. An important text of this religion is the Qissa-i Sanjan, which ends with refugees settling in Gujarat and establishing a Fire Temple. This religion's teachings describe the conflict between Ahura Mazda and Angra Mainyu, and its primary sacred texts are collected in the Avesta. For 10 points, name this Persian religion founded by a namesake prophet.","Zoroastrianism"
"Like Hanukkah, this holiday features the addition of the Al-Ha-Nissim to the daily prayers. The charity obligatory on this day is known as ""mattanot la-evyonim."" On this holiday, bizarre questions about Jewish law are asked in this holiday's namesake form of Torah. At the Seudat meal on this day, one is supposed to be unable to tell ""arur"" from ""baruch."" This holiday is when the ""misloach manot"" gift baskets are handed out, and this holiday in the month of Adar is when gragers are used to drown out the name of Haman. For 10 points, name this holiday where Jews get drunk and wear costumes to celebrate Esther and Mordechai's end to a Persian genocide plot.","Purim"
"One of these stories concerns a wedding feast that the guests refuse to attend, and in   another, some ""evil"" farmers conspire to murder their landlord‟s son. In one tale of this type,  a young man wastes his inheritance, but is happily (*) welcomed back to his father's home, and  in another, a priest and a Levite ignore a wounded man, who is saved by a ""Good Samaritan."" For  10 points, the ""Prodigal Son"" is one of these allegorical stories told by Jesus.","Parables_of_Jesus"
"Mandaeans frequently perform this action, which Peter likened to an Old Testament disaster   survived by eight people. The son of Elizabeth saw the Holy Spirit visibly descend on (*)  Jesus during this ritual. A Protestant sect named for this ritual restricts participants to adults and  performs this rite by immersion since John performed this ritual in the water of the Jordan. For 10  points, name this Christian sacrament in which a person is doused with holy water.","Baptism"
"One sect of this religion emphasizes focus on questions recorded in the Blue Cliff Record,   known as koans. Another sect focuses on attaining the ""pure land"" in the afterlife, and is  part of the ""greater vehicle"" division of this religion. The (*) Four Noble Truths are sacred to  this religion, whose founder notably sat under a bodhi tree. For 10 points, Mahayana and  Theravada are two primary division of this Indian religion founded by Gautama.","Buddhism"
"Muhammad described this man as being ""60 cubits tall,"" and Shaitan [shah-ee-tahn] was   cast out of heaven for refusing to acknowledge this man's superiority to angels. In Jewish  tradition, this man's first wife left him for Samael [sah-mah-ehl]. This husband of (*) Lilith was  condemned to live ""by the sweat of [his] brow,"" and he became the father of Seth after the death of  this man's son, Abel. For 10 points, name this husband of Eve, the first human man created by God.","Adam"
"The garmets, sudre and kusti, the so called ""armor of faith"" are worn following a ritual bath by pre-pubescents as part of this religion's Naujote initiation ceremony. In addition to the Naujote, the only other formal requirement of members was participation in six seasonal festivals, the gahambars. The religion's holy book includes anti-demonic law, the Vendiad. The New Year, No Ruz, is a culmination of five days of celebration dedicated to a set of 17 hymns, the gathas. The religion of Gaspar, Melchior, and Balthasar, \--for 10 points-- what is this religion whose Magi, or priests, who would have made initiates drink a sip of consecrated cow's urine to become a part the communion of Ahura Mazda.","Zoroastrianism"
"In ancient times, this holiday was commemorated by a procession to the Pool of Siloam to fetch three logs of water, while at the time another procession would go to a place in the Kidron Valley called Motza. In first Judges, it is described celebrated in Shiloh with dances by maidens in vineyards. Chronologically the first of the Shloshet ha Regalim, Shemini Atzeret, falls immediately after the close of this holiday, which is thought to be the time during which God allots the yearly supply of rainwater. On each of the seven days of this holiday, which falls in the month of Tishri, observers wave the Four Species, consisting of the lulav and the etrog. Bamboo and pine are common components of the s'chach, or roofs, of the namesake structures associated with this festival. FTP, name this Jewish festival that is sometimes known as the ""Festival of Booths"".","Sukkot"
"This religion absorbed a goddess of love as Anahita, ""the spotless one,"" as one of its numerous lesser spirits, which also include Vohu Manah, ""Good Thought."" It includes the Chinvat Bridge to heaven, from whose sharp edge evil souls will fall while embracing their sin, represented as a hag. The dhakmas are used to prevent contamination of earth or fire by corpses, and seven are used in Bombay by the Parsees. Its founder was killed while at a fire-temple, and his teachings are contained in the Avesta. For 10 points, name this Iranian religion which involves a cosmic struggle between Ahura Mazda and Ahriman. ---|--- |","Zoroastrianism"
"According to various stories, this individual buried Moses, delivered the destruction to Sodom and Gomorrah and delivered the prophecy of seventy weeks of years. In another story, this man told Zechariah of the birth of John the Baptist. In the Bible, this man interprets the visions of Daniel. He also is believed to blow a horn at the second coming of Christ. In another faith, this man appeared before a prophet to deliver the word of God at the Cave of Hira. For 10 points, name this archangel, who according to Islam was the medium through which God delivered the Quran to Mohammed.","Gabriel"
"In Orthodox Christianity, this rite is accompanied by a prayer called the anaphora and is named The Divine Liturgy. This sacrament is featured in all three synoptic Gospels and Paul's First Epistle to the Corinthians is generally given as the earliest recorded description of it, when recounting how Jesus spoke of a ""new covenant"" in his blood. Some denominations disagree over whether this sacrament features real presence or simply a symbolic one and Roman Catholics use *transubstantiation as an explanation for this. For 10 points, name this Christian rite of consuming bread and wine which supposedly contains the body of Christ.","Eucharist"
"Some legends claim that this holiday commemorates the emergence of a god out of the ocean of milk and the main symbol of this holiday is an object called a diya. The first day of this holiday is known as dhan tera; the final day, occurring in the month of Kartika, is Yama Dvitiya. In some regions, the goddess Kali is celebrated during this holiday; in other regions Lakshmi visits clean homes. This holiday most commonly celebrates the return of Sita and Rama after his fight with Ravana. For 10 points, name this festival of lights, a major holiday celebrated in India.","Diwali"
"This man and his wife were the first people to be buried in the Cave of Machpelah,; this man also nearly committed another act while on Mount Moriah. In one story, he showed his father Terah the foolishness of pagan worship by smashing idols in his father's shop. He also made a covenant with God, at which point he and his wife's name were slightly changed. He later attempted to save Sodom and Gomorrah by searching for 10 honest men. This man's wife laughed after God informed her that she was pregnant; he himself was circumcised at the age of 99. For 10 points, name this father of Ishmael and Isaac, the original forefather in the book of Genesis.","Abraham"
"One event that took place on this day was that a child-eating ogress was chased out of a village by taking advantage of her only weakness, the taunts and pranks of boys. Another story of this day tells of the restoration of the god of love after he was incinerated by the god of destruction. The defeat of Dhundhi, the restoration of Kama, and the death of a demoness instead of her nephew Prahlad are all celebrated during this festival. For 10 points, name this Hindu festival that frequently leaves participants inundated in colored powder.","Holi"
"This group's members call themselves muwahhidun, or  monotheists. Their beliefs were organized by the sixth caliph of  the Fatimid dynasty, al-Hakim, who they believe will return one  day. More recently, they have gained attention for their role in  Lebanon's factional fighting. FTP, name this Middle Eastern  religious sect.","Druze"
"The Panj Piare were adherents of this faith whose baptism is celebrated in Baisakhi. The symbol Ik Onkar is found on this religion's scriptures. Its term for God includes the loan word ""wahi"" and means ""Wonderful Teacher."" All females in this religion are given the last name Kaur, and it has no priestly class. This religion's Golden Temple is located in Amritsar, its holiest city, and its primary text is the Adi Granth.  Upon joining the Khalsa, one must carry a kirpan, or dagger, one of the five Ks. Its followers are prohibited from cutting hair. For 10 points, name this religion, founded by Guru Nanak and centered in Punjab.","Sikhism"
"In Luke 1:64, after this figure is named, his mouth is immediately ""opened and his tongue loosed: and he spoke, blessing God."" Earlier, this figure was called by his father's name, Zechariah, and the Visitation occurred when this figure's mother, Elizabeth, met her cousin Mary. Matthew 3:4 describes how this man's ""clothes were made of camel's hair"" and how his ""food was locusts and wild honey"" because he preached in the desert. He is commonly known as the Forerunner. For 10 points, name this saint whose epithet refers to a sacrament he performed by immersing Jesus in the River Jordan.","John_the_Baptist"
"One of this religion's previous leaders stated that a Mother Wheel's contents were used to raise mountains on Earth. This religion believes that the Earth and the Moon were one, and its current leader has stated that man is stuck in an animalistic stage. Adherents of it are ""righteous teachers"" who teach the truth to those manipulated by ""slave makers."" Founded by Wallace Fard, this religion holds that the scientist Yakub created all other races from the black race. After joining this religion, Cassius Clay was renamed Muhammad Ali. For 10 points, name this religion whose most famous members include Elijah Muhammad and Malcolm X.","Nation_of_Islam"
"The 18 major vows and 46 minor ones associated with these entities and involving merit transference were described by Asanga. The sites they visit are often pilgrimage destinations, such as Putuoshan. They include Ksitigharbha, who presides over all beings in hell. The Nyingma school believes that the king path to becoming this is the lower than the boatman- or shepherd-like paths, which are not accepted in Tibetan Buddhism. Including Guanyin, associated with compassion, they go through ten bhumis, or stages, on their way to becoming a buddha. For 10 points, name these beings in Buddhism, who remain in the world to help others achieve enlightenment.","Bodhisattva"
"During the ninth stanza of a fifteen-stanza song, some observers of this holiday hit each other with leeks or scallions. On the second day of this holiday, counting begins for the celebration of the harvest of the first fruits. In the tzafun of this holiday, the afikoman is eaten, and outside of Israel, it is observed for eight days, beginning with the 15th of Nisan. The youngest member at the Seder asks four questions about this holiday, on which the eating of bread is forbidden. For 10 points, name this Jewish holiday that celebrates the Exodus from Egypt, during which Jews read the Haggadah and eat matzo.","Passover"
"Adherents of this religion believe that the firmament was created from the skin of the seven archontes after they were flayed by the Spirit of Life. Books sacred to this belief include one which tells the story of Ogias fighting a dragon, the Book of Giants, as well as the Kephalia, Treasure of Life, and Arzhang, which made its author doubly famous as an illustrator. Its founder was allowed to spread his teachings by Shapur I, to whom he dedicated the Shabuhragan, and his followers were divided into the elect and the hearers. That founder contended that the soul was corrupted by its association with evil matter, which necessitated the release of light matter. FTP, identify this vaguely Christian dualistic Persian religion, famous adherents of which included a pre-Confessions Augustine.","Manichaeism"
"When celebrating this holiday, which is also known as Pesach, be sure to leave a spot at the table for Elijah, whose coming will usher in the Messiah. Sing special songs and read special prayers from the special service book, called a Haggadah (huh-GAAH-duh) as you enjoy your seder meal of lamb, matzo, and bitter herbs. FTP, identify this Jewish holiday that celebrates the exodus of the Israelites from Egypt.","Passover"
"In examining the hierarchy of this religion, the general authorities consist of a presiding bishopric, which is superseded by a First Quorum of the Seventy, which in turn is superseded by a Patriarch, then the Council of the Twelve Apostles, and a First Presidency. Currently led by Gordon B. Hinckley, FTP, identify this Christian religion, promulgated by Joseph Smith and Brigham Young.","The_Church_of_Jesus_Christ_of_Latter-day_Saints"
"The sacred book of this religion includes the Gathas, Yashts, and the Vendidad. Praying in Fire Temples, these believers observe the rituals of the Yasna and Nirang-din ceremony, which creates the Holy Nirang. Although the Parsees, the largest modern group of practitioners, live in India, this religion originated in Iran. FTP, what is this religion of ancient Persia founded by the prophet also known as Zarathustra?","Zoroastrianism"
"Adherents of this religion dedicate themselves to the principle of Humata, Hukhta, Huvarshta, or Good Thoughts, Good Words, Good Deeds, which is described in the Gathas, or divine songs, of its founder. Members of this religion worship in fire (*) temples, and its most sacred prayer, the Ahuna Vairya, is part of its liturgy, the Yasna, which along with the Visparad and the Vendidad makes up its most sacred text, the Zend-Avesta. Its adherents try to resist the evil spirit Ahriman, who constantly battles its chief god, Ahura Mazda. FTP, name this monotheistic Persian religion founded by Zarathustra","Zoroastrianism"
"They are split into the uqaal, those who are wise and learned, and the juhhal, who are not allowed to read the sacred texts. Their religious figures are called ajawid and the Hikma is studied by them. Radio DJ Casy Kasem is a well-known member of this group that holds sacred their five-colored star. As opposed to Islam, this religious group eschews individual prayer and believes in reincarnation. For 10 points, what is this religious group that calls itself the ""People of Monotheism"" and is spread throughout the Levant, but mostly in Lebanon.","Druze"
"In a 2002 Christopher Moore book, this man's early life is told through the eyes of his childhood friend Biff. Relics of this figure include his Umbilical Cord and his Prepuce, and surviving writings include letters he had written to a King of Edessa named Abgar declining an invitation to visit his palace. He is a subordinate character in a fictional novel by The Master and a 1950 book by Pär Lagerkvist that begins with his death, and when given a definite article, nobody fucks with him. For 10 points, name Jewish carpenter, thought by some to be the Son of God.","Jesus"
"-20-10, name the book of the Bible.      A. The last six chapters tell about the four apocalyptic visions of the book's namesake.      B. Chapter 3 tells about the protagonist's friends, Shadrach, Meshach, and Abednego and their adventures in a furnace.      C. Chapter 6 is about the hero's delivery from a den of lions.","Daniel"
"Practitioners of this religion do not bury or cremate their dead, but instead leave their bodies in a well shaped stone structure, called the Dakhma, where vultures dine on their remains. They believe that a savior, born of a virgin, will raise the dead and judge everyone during the final judgment. Its ideas about Satan, Hell, and the resurrection influenced both Judaism during the Babylonian captivity, and nascent Christianity. FTP, name this dualistic religion, whose holy texts are the Avestas.","Zoroastrianism"
"The final day is the only one to commemorate a male. The first day is devoted to worship of [*] Lakshmi, the goddess of wealth. The second day is usually devoted to Kali. The fourth day marks the Lunar New Year. But it is the lighting of thousands of tiny oil lamps on the third day that is most associated with—for 10 points—what Hindu festival of lights?","Diwali"
"Priests are called babalochas and lyalochas and are imbued with ache [AH- shay], the spirit of the gods. Called [i] Candomble [kan-DOM-blay] in Brazil, and also called Macumba, its supreme deity is Oshú or Olodumare [oh-lo-doo- MAH-ray]; lesser deities are called orishas.  For 10  points—name this combination of Yoruba and Roman Catholic beliefs practiced in the Caribbean.","Santería"
"It's not John, but a book named the Apocalypse of this man describes how people who slander will be tormented with red hot irons, among other punishments. He is said to have been freed by an angel after being imprisoned by King Herod and to have walked on water briefly before losing his faith. This man, symbolized by an (*) upside-down cross, was crucified in Rome under the rule of Nero. As Jesus predicted, this man betrayed him three times before the cock crowed. For 10 points, identify this holder of the keys to Heaven, sometimes considered the first pope, to whom Jesus said ""upon this rock I will build my Church.""","Saint_Peter"
"In this religion, a soul can either be thrown into the House of Lies or led by Daena into the House of Song by crossing the Chinvat Bridge. In this religion deities protect themselves from druj, which means ""lie"". The ""offering to water"" is described the Yasnas of this religion. This religion's evil deity is angra mainyu, also known as (*) Ahriman. Members of this religion hang their dead from the Towers of Silence. The Zend Avesta is its chief text, and adherents living in India are called Parsis. Ahura Mazda is the chief god of, for 10 points, what Persian religion founded by Zarathustra?","Zoroastrianism"
"Among the cardinal sins recognized by this religion are Lobh, or greed, and Moh, or attachment. Its emphasis on community service is reflected in langar, free meals offered to people of all faiths at its places of worship. A wooden comb, an iron bracelet, and a strapped sword are among the five items that must be worn by its followers at all times. The Panj Piare, the first followers of Khalsa, sacrificed their lives for this faith, while the naming ceremony for children born into this faith involves Hukams of the Guru Granth Sahib. FTP, name this fifth-largest religion in the world centered on the Golden Temple in Amritsar in the Punjab.","Sikhism"
"This creed was the official religion of the Uighur Empire under Khagan Boku Tekin, and a minor sect of this religion was known as the ""mat- squatters"". Titus of Bostra and Epiphanius of Salamis were among this group's detractors, while Adimantus was considered an apostle of its founder in northern Africa. Some of its teachings were contained in the now lost Book of Pragmateia, and other scriptures include the Book of the Giants and a work dedicated to Peroz. Naimrael and the demon Ashaklun and considered the parents of Adam and Eve, the results of the third creation overseen by the Messenger, who is subordinate to a figure whose aspects are called the Five Tabernacles. The Shapurikan is a work of this religion's founder, who saw the world as controlled by the Father of Majesty and the King of Darkness. Founded by a third-century Persian prophet, for 10 points, identify this dualistic Gnostic sect of which St. Augustine was a member before converting to Christianity.","Manichaeism"
"Some Catholics celebrate it following mass under the alternate name of Shigmo, and those belonging to the Banjara tribe mark it by a series of specialized dances. Among the legends associated with it are the murder of a woman who possessed poisonous breast milk, the evil Pootana, and the chasing away of the demon Dhundi. It is typically celebrated on the full moon day, or Poornima, in the month of Phalgun and is characterized by consumption of the drink thandai [thun-DYE] laced with bhang [bung], a form of cannabis. It chiefly commemorates the devoutness of Prahlad, the love of Rati and Kami, and the worship of Krishna. FTP, name this Indian spring festival characterized by large bonfires and people throwing colored powders and water on each other.","Holi"
"Communication between the main god of this religion and humans is said to occur via many Attributes called Amesha Spentas or Bounteous Immortals. Adherents number between only 125 thousand and 200 thousand, even though scholars say it gave rise to the concepts of heaven, hell, resurrection and the virgin birth of Judeo-Christian faiths. The Vendidad, found in this religion's main scriptures, tells its followers how to confound evil spirits, and this religion's Gathas are said to have been written by its founder. For ten points, name this monotheistic religion of ancient Persia, founded by Zarathushtra and whose followers worship Ahura Mazda.","Zoroastrianism"
"Although it disappeared in the West by the 6th century, this religion's doctrines reappeared in the teachings of the Albigenses and other heretical sects during the middle ages. It taught that salvation could be gained by liberating the seed of light, the soul from the material darkness of the body. Its prophet considered his task to be completing the incomplete religions left by the earlier prophets, Zoroaster, Christ, and the Buddha. Christianity always regarded this religion as a mere heretical sect, with Justinian issuing an edict against it. FTP name this religion which was founded in Babylonia in the 3rd century A.D. by a Persian called Mani.","Manichaeism"
"Founded in the Punjab by Guru Nanak who sought to combine Hindu and Muslim elements in a single religious creed. It taught ""the unity of God, brotherhood of man, rejection of caste and the futility of idol worship."" Its worshippers are readily identifiable by their turbans. They take a vow not to cut their hair as well as not to smoke or drink alcoholic beverages. When Gobind Singh founded the martial fraternity Khalsa (""pure""), his followers vowed to keep the five K's, (kesh), (kangha), (kara), (kachha), and (kirpan). FTP name this religious sect whose holy city is Amritsar","Sikhism"
"Its early period saw this religion without a fixed dogma, sacred writings, moral precepts, or even a name. Practitioners merely professed faith in and worshipped a vast pantheon of divinities known as ""kami"" that personified aspects of the natural world. As time passed, the rites of thanksgiving, purification, and offerings to ancestors became written down and codified. As centuries passed, it split into two distinct variations Ð State and Secular. FTP, identify the official religion of Japan until the end of World War Two.","Shinto"
"One practice of this religion was ended by the ""Second Manifesto."" Adherents of this faith often follow the ""Word of Wisdom"" as a code that bans alcohol. The sacred text of this religion was inscribed in ""reformed Egyptian"" that could only be translated using a pair of gems. That text was engraved in (*) gold tablets that were found buried in the earth by the founder of this religion. After fleeing Nauvoo, Brigham Young led this religious group to settle in the area around the Great Salt Lake. For 10 points, name this sect founded by Joseph Smith that colonized Utah.","Mormons"
"A traditional but now rarely performed ritual during this holiday involves spinning a chicken around one's head. It is said that on this day the Book of Life is sealed. Before the beginning of services on this day, a declaration of vows called the (*) Kol Nidre are recited. During this holiday the vidui or public confession of sins against God occurs. This period ends the time of year known as the ""Days of Awe"", and this holiday occurs on the 10th of Tishrei. On this day, able adults are prohibited from having sex, wearing leather, bathing, eating, and drinking. For 10 points, name this holiest day in Judaism, the Day of Atonement.","Yom_Kippur"
"The Sikh version of this practice is preceded by the Ardas prayer and involves the passing of a sword while stirring Amrit nectar central to this practice. Huldrych Zwingli did not believe that this practice should be considered one of the sacraments, and his teachings about this act are practiced by Mennonites. Mormons have performed this action on (*) Holocaust victims, and dictate this practice must be by full immersion, followed by confirmation. This practice rejected by Quakers is notably performed in the Jordan River. For 10 points, name this practice of initiating a person into a religion, usually using water.","Baptism"
"Not all members of this group believe in the occultation and eventual return of an imam, but it is an important tenet of the Twelvers, one sect within this group. This group reveres a figure that was martyred at the Battle of (*) Karbala. Its adherents reject the legitimacy of the Rashidun Caliphate, and it considers a cousin of Muhammad the true first Imam. This branch of Islam is particularly popular in Iraq and Iran.  For 10 points, name this major sect of Islam which venerates Ali, and holds that imams are appointed by God and not elected by people, in contrast with the beliefs of Sunnis.","Shia_Islam"
"This man made a brass snake and mounted it on the pole, proclaiming that those who were bitten who looked upon it would not die. This man's life is saved in an inn by his wife performing a circumcision. At Meribah, this man struck a stone instead of speaking to it, causing (*) water to come forth. However, this incident would be the reason for why he would not be able to go the Promised Land. This man married a daughter of Jethro after saving her from attackers at a well. This man destroyed a golden calf that was made in his absence while he received a pair of engraved stone tablets. For 10 points, name this prophet who led the Israelites out of Egypt.","Moses"
"The dead of this religion must cross the Chinvat Bridge to enter the afterlife. The hymns of this religion are collected in the Gathas. According to this religion, the ovular being Gayomart was the first man, who was slain by an evil demon.   The uncaring god of time in this religion is (*) Zurvan. This religion holds fire to be a means of purification. Corpses of members of this faith are left to be devoured on Towers of Silence in a ""sky burial."" This religion believes that the evil Ahriman is locked in conflict with the god Ahura Mazda. For 10 points, name this Persian religion considered to be the foundation of monotheism.","Zoroastrianism"
"One major text of this religion contains a section called the ""Tablet of the True Seeker,"" which describes prerequisites for spiritual growth in this religion. In addition to that work, this religion, which utilizes nineteen 19-day months in its calendar, also uses a text written by this religion's founder which describes states such as The Valley of True Poverty and Absolute Nothingness that a seeker of truth in this religion can reach; that work is the (*) Seven Valleys. This religion venerates ""Manifestations of God,"" including Jesus and Allah, and is governed from the Universal House of Justice in Haifa. For 10 points, name this religion founded by Baha'u'llah.","Bahá'í_Faith"
"He was named patron saint of telecommunications in 1921, but more interesting is the possibility that he is actually a female who educates souls for nine months before they are born. He once fell into disgrace for disobeying God's command, but bounced back to lead Mohammed's army at the battle of Bedr, inspire Joan of Arc and stop Queen Vashti from appearing naked before Ahasuerus. He is more famous for guarding Eden and telling Daniel that a Messiah would be born, a message repeated to Mary much later. For ten points, name this archangel whose name means ""God is my strength.""","Gabriel"
"According to this religion, each person after death crosses the Chinvato Peretav, or Bridge of the Separator, which will contract if the person is evil, sending him or her to hell. It emphasizes the differences between the asha, or People of Righteousness, and the druj, or People of the Lie, and holds that history consists of 4 periods of 3,000 years each, during the last of which the savior Saoshyant will appear. Throughout history, the forces of evil, led by Ahriman, are fought by the good spirits, led by Ahura Mazda. FTP, what is this Persian religion named for its founder?","Zoroastrianism"
"Premising their beliefs on the concept of the ""inner light"", this religious group experienced one of several splits in 1845 when John Wilbur's followers left the Orthodox branch due to the reforms of Joseph Gurney. Their popular name was supposedly given them by a Justice Bennett due to their typical response to the word of God.","Quakers"
"One of sect of this school of thought emphasizes the shikantaza practice, and one important practice in this school of thought is kensho. Its branches include Obaku, while another of its branches was founded by Dogen. Texts important to this religion include the Blue Cliff Record and The Gateless Gate, and its origin can be traced back to the Flower Sermon. Its Soto and Rinzai sects differ on the emphasis over meditation on koans. For 10 points, name this branch of Mahayana Buddhism commonly practiced in Japan.","Zen"
"According to this religion, the hero Yima was killed by the serpent Azi Dahaka. Adherents of this faith believe that the demon Vizaresh drags the evil souls into the House of Lies at the Chinvat Bridge. An important concept in this religion is the contrast between asha and druj, or truth and lies. Gayomart is the first human-being according to this religion, whose dead followers are left exposed in Towers of Silence. This religion follows the Zend-Avesta and centers on the struggle between Ahriman and Ahura Mazda. For 10 points, name this dualistic Persian religion.","Zoroastrianism"
"The title of one important text in this religion is translated as ""Record of Ancient Matters."" Children participate in a festival at ages three, five, and seven as a rite of passage in this faith. Another important concept in this religion is the possession of a true heart, and deities live on the Plain of High Heaven. In this religion, spirits possess the power of creation, known as musubi, and shrines in this religion have torii at their entrances. Adherents of this religion worship spirits of nature known as kami. For 10 points, name this indigenous religion of Japan.","Shinto"
