"text","page"
"He was the father of Agave and Semele and at the end of his life, this figure and his wife were turned into serpents. That may have stemmed from the fact that this figure had slain a dragon sacred to Ares, who made this man do penance before marrying his daughter Harmonia over to him. This figure had earlier sown the teeth of that dragon, which produced men that helped him in his most famous task. For 10 points, name this Greek mythological hero who founded Thebes after unsuccessfully searching for his sister Europa.","Cadmus"
"With Cyrene, this deity fathered the minor god Aristaeus and he turned one of his lovers into a Cypress tree after that man accidentally killed the deer this god had given him. His son with Coronis was struck down by Zeus for reviving Hippolytus from the dead and he flayed the satyr Marsyas after defeating him in a music contest. The father of Aesclepius, this son of Leto killed the dragon Python and, with his sister, struck down Niobe after she bragged about her children. The patron deity of Delphi is, for 10 points, what Greek god of light, the brother of Artemis?","Apollo"
"The consort of this deity is sometimes given as Dione and soon after this figure reached adulthood, he slew the monster Campe. He punished the seer Phineas with blindness and sent the harpies to plague him. With Europa, he fathered Minos. This god may be more famous for impregnating Danae in a shower of gold and raping Leda in the form of a swan, but he probably would not have been able to accomplish all that had he not been replaced at birth with a rock wrapped in cloth. Saved from the fate his siblings were subject to by Rhea, for 10 points, name this Olympian God who had many affairs while married to Hera.","Zeus"
"Whilst searching for the Hesperides, this figure stole the single eye of the Graeae (GREE-ee). He slew Cetus in order to rescue the daughter of Queen Cassiopeia, whom he later married. His most famous deed came at the behest of king Polydectes and was accomplished with the help of winged sandals, a helm of invisibility, and a polished shield. The husband of Andromeda is, for 10 points, what mythical founder of Mycenae who had to flee from Stheno and Euryale after slaying their sister, Medusa?","Perseus"
"This god once disguised himself as the boatman Harbardr to argue with one of his sons. Another of his sons forges a boot made with all the leftover leather in the world. That son, Vidar, will avenge this figure after he is eaten by Fenrir at Ragnarok. He sacrificed an eye to Mimir to gain wisdom and obtained wisdom from the world tree Yggdrasil after piercing it with his spear Gungnir. Served by two ravens, this god rides the eight-legged steed Sleipnir and is the father of Thor. For 10 points, name this Norse all-father.","Odin"
"His father slept with Lady de Maris to father Hector, this man's half- brother, and his own mother was Lady Elaine of Benoic. His surname came from the fact that after that father, King Ban, was injured, the Lady of the Lake carried this man to safety. In one legend, he defeats the Copper Knight at the Dolorous Guard and discovers his true name under a metal slab. This figure is the father of a knight who succeeds in finding the Holy Grail though he may be better known for an affair conducted at the behest of Galehaut. The father of Galahad is, for 10 points, what knight of the round table who had a notorious affair with Queen Guinevere?","Lancelot"
"Egyptian mythology is generally thought to be focused primarily on death. F10PE, identify the following related to death in Egyptian myth.  A. When a soul dies, it is led through the hall of Duat by this god, which is often depicted with a distinctly canine head, though it is unknown whether it is the head of a dog or of a jackal.","Anubis"
"This man avoided a fight against a giant by disguising himself as a baby, causing the giant to flee in fear of the man who could father such a large baby. This man stuck a poisoned spear into his head to keep himself awake in the face of some sleep-inducing harp music from a demon who came once a year to burn down the palace of Tara. This man hunted with two humans transformed into hounds named Bran and Sceolan, who helped this man acquire a wife who had been turned into a deer. That wife, Sadhbh, gave birth to this hero's son Oisin. For 10 points, name this white haired Irish hero who could suck on his thumb to gain knowledge after he burned it on the Salmon of Wisdom.","Fionn_mac_Cumhaill"
"This figure fathered the nymph Canens with Venilia. An altar to this god was one of two featured in the rite of the Tigillum Sororium. Carna once tried to hide from him in a bush but this god raped her and transformed her into the goddess Cardea. This god shared his kingdom with Saturn when Saturn fled from Greece, and he caused a hot spring to erupt to fend off an attack by the Sabine men against Rome. In times of peace his temple's doors were closed, but in times of war they were perpetually open. For 10 points, name this two-faced god to whom the beginning of the year is dedicated.","Janus"
"Some sources say that this god's maternal grandfather is the giant Geirrendour. It is said that this god suckled on the milk of a male boar and the saltwater of the waves after he was born at the edge of the Nine Worlds. He helped retrieve the Brisingamen by taking the form of a seal and fighting Loki. He is said to have the whitest skin of all the Aesir, and his nickname Gullintanni refers to his golden teeth. He rides the horse Gulltopr and wields the sword Hofund, and he carries the horn Gjallerhorn, with which he will summon the Aesir to Ragnarok. For 10 points, name this Norse god, the guardian of Bifrost.","Heimdallr"
"This figure's epithets include Clymenus and Eubuleus. One of his lovers was transformed into a white poplar whose leaves were used to crown Heracles, who shot this figure with an arrow during the siege of Pylos. Another of his lovers was transformed into mint after being trampled by this god's wife. Homer called him anae eneron, and those who made offerings of sheep to him had to turn away their faces when doing so. Like Geryon, this god kept his cattle on Erytheia; unlike Geryon, he was married to a daughter of Demeter. He lent Perseus his magic helmet, which made the wearer invisible. For 10 points, name this Greek god, the lord of the underworld.","Hades"
"One figure of this name was thrown out of a tower by his grandfather Sekkoros, but had his fall broken by an eagle. This hero kills a few stone giants, but is forced to cut down 300 trees afterward in order to cross the Waters of Death. This hero walks on the Road of the Sun through Mount Mashu before meeting Siduri, who directs him to a ferryman named Urshanabi. The temple prostitute Shamhat seduces his best friend, the wild man Enkidu. For 10 points, name this ""two-thirds god, one third man,"" a king of Uruk with a namesake Epic.","Gilgamesh"
"The hero Phorbas killed a bunch of these creatures on the island of Rhodes, and the Seven Against Thebes killed one of these creatures after it killed the child Opheltes. Metanira gave her son Triptolemus a chariot drawn by these creatures. Hermes stole the sinews of Typhon from one of these creatures named Delphyne, and the heads of one hundred of these sprang from Typhon's arms. In a dream, Clytemnestra gave birth to one that fed on her breast milk and clotted blood. The Sparti were born when Cadmus sowed the teeth of one which was sacred to Ares. Hera sent two of these creatures to attack the infant Heracles, who strangled them. For 10 point, identify these animals which comprised the tail of the Chimaera and the hair of the Gorgons, including Medusa.","Dragon"
"This figure provided an underground palace built by Hephaestus to Oenopion, which prevented Orion from finding Oenopion. He fathered ten sons with Cleito, whom he enclosed with three giant ditches so that no mortal could reach her, and he fathered Despoena and Arion after joining the herd of Oncus and raping his sister. This god's son by Thoosa sang a song to Galatea, and after this god raped Caenis, he turned her into the powerful male warrior Caeneus. This god fathered Chrysaor on Medusa, as well as Chrysaor's brother Pegasus; he also fathered Triton by his wife Amphitrite. For 10 points, identify this father of Polyphemus who created a salty well on the Acropolis of Athens with a blow of his trident.","Poseidon"
"Nine slaves cut each other's throats in an effort to obtain this figure's whetstone. He was sometimes called Herion  when he led the wild hunt, and his main objective during the hunt was to kill a skogsra. In one story, he visits a  king named Geirrod while disguised as the island farmer Grimnir, only to be tortured between two fires. In another  story he appears as the ferryman Harbard, who insults this god's son by Fjorgyn or Jord, and in the Volsung Saga he  places a sword in the Barnstokk while disguised as a tall, one-eyed man. He learns all of the world's news each day  from his ravens Huginn and Muninn. For 10 points, name this father of Thor.","Odin"
"This man's father accidentally killed Eurytion during the hunt for the Calydonian Boar, and killed Phocus with the help of this man's uncle Telamon. This man's shade was said to have married that of Medea in the Elysian Fields. After this man stabbed Tenes, his servant Mnemon was killed for failing to remind him of the consequences of killing Apollo's sons. This man was also responsible for wounding and then healing the Mysian king Telephus. He commanded the Greeks to sacrifice the Trojan maiden Polyxena on his grave, a task accomplished by his son, who also killed King Priam and took Andromache as a concubine. For 10 points, name this father of Neoptolemus, a nearly- invulnerable son of Thetis who killed Hector.","Achilles"
"This figure left a golden honeycomb at a shrine on Mount Eryx for Aphrodite. Acastus lost a hunting competition when a magic sword created by this figure allowed Peleus to kill a large heap of animals. This man killed a former employer by pouring boiling water on him as he bathed, after this man inadvertently revealed himself by helping out Cocalus by tying an ant to a string to thread it through a shell. After killing his nephew, who was named Talos or Perdix, this man fled from Athens to a place where he built a wooden cow suit on wheels for Pasiphae. He also gave a ball of yarn to Ariadne which she passed on to Theseus. For 10 points, identify this architect of the Labyrinth who built wings for himself and his son Icarus.","Daedalus"
"One attendant of this deity was the patron of manual labor; that attendant, or another figure with the same name, had four sons that were turned into oxen and used to plow Zealand away from the continent. This deity's messenger rode Hofvarpnir, and her attendants included Eir, the goddess of healing. Gna served this owner of the hall Fensalir, who was prompted by her son's nightmares about his own death to extract an oath from everything in the world, except for mistletoe, never to harm her son. For 10 points, name this Norse goddess, the mother of Baldr and the wife of Odin.","Frigg"
"According to some myths, he tried to steal Zeus' dog. In others, he stole Zeus' nectar, or raped Zeus'  cupbearer Ganymede, or killed and ate his own son Pelops. However, all sources agree on his  punishment, which was to be placed in a pool of water that dries up whenever he tries to drink from it,  underneath a bough of fruit that moves away whenever he reaches for it. FTP, name this eternally hungry  and thirsty resident of Hades.","Tantalus"
"In the Prose Edda, it is reported that this god was the son of nine virgin priestesses. His sword was Hofud; his house was called Himinbjorg; and his horse was named Gulltopp. The necklace of Freyja, Brisingamen, was the object of contention in a long series of bitter battles between him and Loki, whom he finally killed at Ragnarok. FTP, name this owner of the Yallerhorn, famous for his ability to hear the  wool growing on sheep.","Heimdallr"
"A nymph raped by this god had her wish granted to become a male warrior, and he fathered twins while disguised as Enipeus. Alongside his nephew, this god helped build the walls of Troy. He fathered a horse able to speak with his sister while in the form of a stallion. Erechtheus was the emissary of this god, who slept with Aethra on the same night as Aegeus and may have fathered Theseus. This husband of Amphitrite cursed Odysseus's voyage home after Odysseus blinded his son Polyphemus. For 10 points, name this Greek god of seas and earthquakes who wields a trident.","Poseidon"
"This figure was deceived by his brother into abdicating the throne of Tollan, and in another myth, he struck down that brother, who proceeded to destroy mankind. In some myths, a crocodilian goddess gave birth to him while still a virgin, but in most versions of his birth, Ometeotl was his parent. He helped to kill Cipactli and created the earth, but did not lose a foot like Tezcatlipoca did. His brother was Xolotl, the god of the dead. This god was depicted as very colorful, and the world's largest pyramid dedicated to his worship. For 10 points, name this Aztec patron of knowledge and god of the wind, whose name means ""feathered serpent"".","Quetzalcoatl"
"After the husband of this goddess killed the goddess of sustenance, she denounced him as evil. Her father banished her brother from heaven twice, and the two were eventually reconciled when he presented her with a sword. That brother threw a dead pony at the loom of this goddess, who was coaxed out of hiding after being blinded by her reflection in the mirror Yata no Kagami. This goddess gave the Iwata along with the Yasanaki gem and the Kusanagi to her grandson, the first emperor of Japan, and Tsukiyomi was her brother. For 10 points, name this kami of the sun, who was born out of Izanagi's left eye.","Amaterasu"
"This man's mortal mother may have eaten his heart, and he carried a thyrsus tipped with a pinecone from which honey dripped, perhaps given to him by the Titans. He grew up with the nymphs of Nysa, and returned to Greece after Rhea cured him of his madness. This ""twice-born"" god had Lycurgus murder his son with an axe when Lycurgus tried to capture the Maenads. Aceotes escaped being turned into a dolphin when his fellow sailors tried to bind this god, whose mother was incinerated after viewing Zeus as proof of his godhood. This son of Demeter or Semele is followed by the satyrs. For 10 points, name this Greek god of wine.","Dionysus"
"According to Apollodorus, this mythological figure buried Ascalaphus beneath a rock in Hades; when Heracles freed him, this figure turned him into an owl. After a foolish act by King Erisychthon, she tormented him with an unending hunger leading him to eventually devour his own flesh. She lent her chariot, pulled by winged dragons, to the mortal Triptolemus, who was the brother of a boy she allowed to be burned to death. That figure, Demophon, was the son of Metanira and Celeus, at whose home this deity stayed in the guise of an old woman named Doso while she searched for her child. The mother of the horse Arion with Poseidon, FTP, name this Olympian who, with her brother Zeus, was the mother of Persephone.","Demeter"
"In one ritual honoring this god, the first ox to eat grain spread over his altar was killed, then, in a show trial the axe that struck the ox was condemned and thrown in the ocean. One of this god's oracular sites was established on the orders of a black dove at the same time as Ammon's oracle at Siwa, and provided suppliants with oracles based on the rustling of leaves on the sacred oaks, one of which was used in the prow of the Argo. This god tested and then punished Nyctimus's father Lycaon in his role as the patron of guest-friendship, or xenia. FTP, name this god who maintained an oracle at Dodona and rewarded Baucis and Philemon for their hospitality to him and his son Hermes.","Zeus"
"Filipino legend features a creature that is half-man and half this, called a Tikbalang. An argument over the color of one of these creatures between Kadru and Vinata, the wives of Kashyap, results in the imprisonment of Vinata. That one, named Uch-chais-ravas, emerged from the churning of the ocean and was initially given to the demon Bali. One of these creatures named Embarr was owned by Niamh, the daughter of Manannan Mac Lir, while one named Grani allowed Gunnar to win the hand of Brunhilde. An immortal one named Arion had the power of speech and was the reason for the survival of Adrastus. A magical one owned by Hrimthurs failed to help him win his wager of rebuilding the walls of Asgard when it was distracted by Loki. FTP, name these creatures which include Balius and Xanthus, owned by Achilles, as well as Sleipnir.","Horse"
"In the Iliad, this figure was married to one of the Charities, Aglaea. Dionysus was rewarded with membership in the pantheon after getting this god intoxicated and carrying him back on a mule to Olympus. Born parthenogenically as a jealous response to Zeus' cannibalistic escapades with Metis, after one disappointing night in bed with Athena, his split semen off her thigh produced a future king of Athens, Erectheus. In order to take revenge on his mother for his mistreating at birth, he built a magic throne from which she could not rise. After catching his wife inflagrante delicto with Ares he threw an impermeable magic net and dragged them to Olympus to be judged.  For 10 points, name this Greek god, husband of Aphrodite, often depicted as a crippled craftsmen over his Anvil.","Hephaestus"
"His epithet, the twice-born god, comes from the story of his mother who, possibly under the influence of Hera, made Zeus swear to grant her wish to reveal his true form. Zeus complied and Semele was instantly toasted to a crisp. Zeus sewed this 3-month premature infant into his thigh for gestation. The fact a male's thighs were often euphemisms for his loins may be one reason this god is associated with fertility. FTP, name this god, the Greek equivalent of the Roman ""Bacchus,"" and god of the vine and the wine.","Dionysus"
"When he was an infant, his father swallowed a rock, thinking it was him. Raised by the nurse Amalthea, his oracle consisted of a grove of swaying oak trees at Dodona. He fathered the Muses by Mnemosyne, fathered Dionysus by Semele, and gave birth to Athena from his skull. This god also fathered Herakles and wielded the powerful thunderbolt. FTP, identify this king of the gods in Greek mythology.","Zeus"
"This god slept successively with Amma, Edda, and Modir, thus creating Thrall, Karl, and Jarl, the progenitors of the three races of men, in his guise of Rig. Sometimes called the grandson of Geirrendour the Giant, he lives at the Cliff of Heaven, has (*) golden teeth, and carries the Gjallar horn.  Said to be the son of nine mothers, he can hear wool growing on sheep. For 10 points— name this guardian of Bifrost.","Heimdallr"
"This goddess was a fan of food-based punishments, as she made Erysichthon eat himself and gave Triopas an insatiable hunger for stealing the roof from one of her temples. Nursed by Peace, she taught an important skill to Triptolemus, and this subject of the (*) Eleusinian Mysteries once boycotted Olympus due to a situation involving her daughter's pomegranate consumption. For 10 points—  name this mother of the kidnapped Persephone.","Demeter"
"The god of both war and the sun, his name comes partly from the Nahuatl for hummingbird. He shares a temple with Tlaloc, with whom he is considered to have equal power. According to legend, he was so bright that warriors had to use their shields to protect their eyes, and could only glance at him through arrow holes. FTP, name this Aztec god, son of Coatlicue and patron of Tenochtitlan.","Huitzilopochtli"
"This god meets his demise when he is tied to a stone with Narfi's intestines and has snake venom poured into his face at Ragnarok. He is responsible for the creation of Thor's hammer, Odin's spear (*) and Freyr's flying ship when he pits the dwarves into a crafting contest. His children include the Midgard Serpert, Hel and Fenrir, all which were conceived with the giantess Angraboda. FTP, identify this deity known for providing the mistletoe dart that killed Balder, the Norse trickster god.","Loki"
"In the Epic of Gilgamesh, Silili is the divine mother goddess of them. Norse ones include Hofvarpnir, Skinfaxi and Gulltoppr as well as Arvak and Alsvid who help Sol escape Skoll. King Arthur had Llamrei (*) and Sir Gawain had Gringolet. Kelpies are Celtic shape-shifting water ones. Greco-Roman ones include Arion, Balius and Xanthos. Widow-Maker was one found by Pecos Bill and the Celtic goddess of them was Epona. FTP, identify these animals, an eight- legged one of which belonged to Odin.","Horse"
"One enemy of this god, Lycurgus, imprisoned his followers, causing him to take refuge with Thetis. Another of his enemies, Pentheus, refused to recognize this god's divinity despite sharing the same grandfather, Cadmus(*). Yet another time of trouble came when his mother Semele was tricked by Hera into asking Zeus to prove his divinity, which resulted in her death while pregnant with him. Worshipped by the Maenads, FTP, identify this Greek god of vegetation, the grapevine and wine.","Dionysus"
"This figure's cult was particularly strong at Samos, and at Argos this figure's namesake festival involved athletic contests. She cursed a nymph named Echo after she learned the nymph was sent to distract (*) her. She sides with Achaeans over Paris and Helen in The Iliad, and occasionally uses the girdle of Aphrodite to weaken the resolve of her husband. She sent two serpents to attempt to kill the infant Heracles, and was also responsible for forcing him to perform his twelve labors. FTP, name this wife of Zeus and queen of the gods.","Hera"
"He is the son of nine mothers, who could possibly be the waves or another group of nine sisters, the daughters of Geirrendour the Giant. He was born at the ends of the world and raised on earth, seawater and boar's (*) blood. His horse is Gulltop, and he requires less sleep than a bird and can see as well by night as by day. He can also hear grass and the wool on a sheep's back growing. FTP, identify this god with golden teeth who guards Bifrost and serves as watchmen of the Aesir.","Heimdallr"
"He is the husband of Juturna and the father of Fontus, who are the goddess and god of springs, fountains, and wells respectively. He was typically invoked before any other god in regular liturgies, and his festival of Agonium took place in the 9th day of his namesake (*) month. His temple was kept open during war in honor of him causing a hot spring to erupt which trapped the Sabines for Romulus to capture. Lacking a Greek counterpart, FTP, name this Roman god of doors, gates, and beginnings, famous for having two faces.","Janus"
"His daughter's children were killed by Apollo and Artemis because of his daughter's pride, and this man's transgressions prevented his son from enjoying a relationship with Poseidon (*). One account of this figure has him stealing ambrosia and nectar from the gods and giving it to men, while another description of his crime sees him killing his son Pelops and a severed shoulder to the gods. FTP, name this figure from Greek Mythology who, in Hades, was tormented with water he couldn't drink and fruits he couldn't eat.","Tantalus"
"This deity's incarnations include Lambodara, who kills the demon Krodha, and a future form that will appear on a blue horse and slay the Mlecchas named Dhumraketu. Sometimes held to be the son of Malini originally, in some stories he has a daughter Santoshi Ma and two sons Kshema and Labha, produced from his two wives Riddhi and Siddhi. The brother of the peacock-riding war god Kartikeya, both this deity and his vehicle Mooshak enjoy modaka. He was struck by the axe thrown by Parashurama, and a more common form of him is as Vigneshwara or the destroyer of obstacles. Usually a son of Shiva and Parvati, FTP, name this affable Hindu god with a potbelly and an elephant head.","Ganesha"
"This deity, who was similar to the god Ani, was celebrated at a festival called Agonium and is often given the epithet Curiatius. With the nymph Venilia, he gave birth to the beautiful singer Canens who wed Picus. He also pursued the nymph Carna, and his most common wives are usually held to be Juturna and Camese. Called the Porter of Heaven, he caused the eruption of a hot spring to repell the Sabines, so the doors of his temple were kept open during times of war. FTP, name this Roman god of exits and entrances, which is logical, because he is depicted as having two faces that point forwards and backwards.","Janus"
"One of these creatures appears in Finnish myth named Musti and goes with Kullervo into the forest. In Hindu myth, one of them named Sarama helps Indra conquer the demons called Panis. In Irish myth, Turrean was transformed into one of these by a rod and then gave birth to two more named Sceolan and Bran, owned by Finn MacCool. Tristan had one named Husdant and King Arthur had one named Cabal who left his mark at Buelt. A special one in Greek myth, Laelaps, was given as a gift to Europa. FTP, name this type of creature also represented by the two-headed Orthrus belonging to Geryon and the three-headed Cerberus that guards the gates of hell, and by Lassie.","Dog"
"Hymns to this god sometimes include invocations to lesser gods that he was associated with, like Cinteotl and Xochipilli. The lesser-known relations of this deity include his second wife Matal-cueye and his older sister Huixto-ci- huatl. Also known as Ah Hoya and Ah Tzenul, one of his analogues was the deity Cosijo. He fathered the lunar deity Tecciz-tecatl, and after Tezcatlipoca stole his first wife, he turned to his main consort, the jade-skirted one, Chal-chi-huitl-cue. The ruler over the third of five worlds, children were often sacrificed to him and he was believed responsible for diseases like dropsy and rheumatism. FTP, name this Aztec god of fertility and rain.","Tlaloc"
"This god appears in the Middle Kingdom story ""The Magician Djedi,"" where the title character claims he knows all the secrets of this god. In the Late Period, this god acquired the epithet ""silver Aten,"" and one of his consorts was the little-known Nehemetawy, but he's more often associated with the goddess Seshat who was variously his wife and daughter. His chief center of worship in dynastic times was Hermopolis. In several motifs, he represents one of the four cardinal points along with Dunanwi, Seth, and Horus. Also known as Djehuty, FTP, name this god who stands beside the scales that weigh the heart of the deceased and records the verdict, depicted as either a baboon or an ibis-headed god of wisdom.","Thoth"
"His symbol indicates that he may be an ancestor of the Mayan god Kulkulkan. He shares his name with a ruler credited with the discovery of corn and the invention of the calendar. Most sources say that he disappeared when his rival tricked him into leaving his holy city Tula. One legend states that birds were created from his body and his heart became the morning star when holy fire consumed him upon arrival on the Gulf of Mexico. Another version states that he sailed east on a raft of serpents in search of a mythical continent, promising to return. FTP, name this deity, who may have been expected by Aztec high priests in 1517, leading to his confusion with Cortez.","Quetzalcoatl"
"This figure's blue neck is a reminder of a heroic effort to protect mankind from the poison of the primeval ocean. Also known as Nataraja, the cosmic dancer, he is often worshipped in the form of a phallus. His head is decorated with the crescent moon and the Ganges, which trickles down his hair, but never into his third eye which houses a deadly ray of destruction when focused. He dwells on Mount Kailasa with his sons Skanda and Ganesha. FTP, identify this consort of Parvati, an important Hindu deity known as the destroyer.","Shiva"
"Able to cause such diseases as dropsy, leprosy, and rheumatism, this god's name means ""He Who Makes Things Sprout."" The blue and white portion of The Teocalli at Tenochtitlan was dedicated to him, and his consort was Chalchiutlicue, the goddess of freshwater lakes and streams. His palace was home to all people who had drowned, and he is commonly represented as wearing a net of clouds, foam sandals, and carrying rattles to make thunder. FTP, identify this Aztec deity that presided over rain and storms.","Tlaloc"
"This god supposedly overcame the curse of Ra, allowing Nut to give birth to her five children. Said to have looked after Horus when Isis was bringing him up, this god eventually succeeded Horus atop the throne of Egypt. Alternate stories claim him as the son of Ra, while others say he sprung from the head of Seth. He is best known as the scribe who records the results of the weighing of the dead in the afterlife; and as a magician and a sage who is generally represented as a man with the head of an ibis or a baboon. For 10 points, identify this Egyptian god of wisdom and the moon, sometimes compared with Hermes.","Thoth"
"His protectress Uadzet is sometimes depicted in the form of a mongoose or a shrewmouse. Worshipped in the city of Edfu, where he was known as Behdety, this god was sometimes venerated as a winged sun disk. More well known myths about him include an episode in which he impregnates his rival by ejaculating upon his lettuces. His sons are Imset, Hapi, Duamutef, and Kebechsenef, the four gods depicted upon the canopic jars, and he is worshiped under the name of Harpocrates as a child-god. For 10 points, name this Egyptian deity, the son of Osiris and Isis.","Horus"
"The month of Panquetzaliztli, roughly equivalent to December, was devoted to this deity who was celebrated with the consumption of amaranth. Often accompanied by his messenger Paynal, according to another myth his ejaculate created the first bat. His sister was Malinalxochi, who ruled over scorpions and snakes, and he was sometimes called Mextli. Patron of the city of Tenochtitlan, he was born of the union between Mixcoatl and Coatlicue as a ball of feathers, and he would later kill most of his brothers and sisters. For ten points, name this Aztec god of war who was often represented as a hummingbird.","Huitzilopochtli"
"The ""imiut"" fetish, consisting of a stuffed skin tied to a pole in a pot, is associated with him, and his daughter Kebechet was either a snake or an ostrich that provided him with cool refreshment. At his cult centers, such as Zawty and Hardai, a vast number of dog mummies can be found, and he was referred to by the name ""Foremost of the Westerners,"" as his domain was thought to lie well west of the Nile. With his companion Wepwawet, he is known as ""He Who Counts the Hearts,"" weighing the hearts of the dead against a feather of Maat. For 10 points, name this deity, the jackal-headed conductor of souls and god of mummification in the Egyptian underworld.","Anubis"
"In Das Rheingold, this figure's Wagnerian equivalent attempts to kill Fasolt and Fafner to protect Freya but is stopped by his father. In the year 723 St. Boniface attempted to cut down a tree at Gaesmere that allegedly belonged to this deity, whose main temple was at Uppsala. He resides in the hall Bilskirnir in Thrudheim, and has a chariot pulled by the goats Tanngrost and Tanngnost. He has two sons by the giantess Jarnsaxa who will inherit an object obtained from the giant Thrynn after his death by Jormungand's poison at Ragnarok. For 10 points, name this son of Odin and wielder of Mjollnir, the Norse god of thunder.","Thor"
"This figure destroyed the demon Putana by sucking the life breath out of her breast, and when he was abducted by Trinavarta he became extraordinarily heavy, which caused the demon to fall out of the sky. Both of those demons were set on him by his evil uncle Kamsa, whom he killed after a wrestling match in Muratha. The son of Devaki and Vasudeva, he performs the Rasa dance and plays the flute to summon the Gopis. For 10 points name this eighth avatar of Vishnu, the adviser of Arjuna in the Bhagavad-Gita.","Krishna"
"In Goethe's poem Der Gott und die Bajadere, this figure comes down to Earth as ""Mahadoh,"" and in Salman Rushdie's Midnight's Children, Saleem is switched at birth with a boy named after this deity. He replaces the head of Daksha with that of a goat after his wife Sati commits by throwing herself into a sacrificial pyre to Vishnu. He is often depicted meditating on top of mount Kailash, and he is attended by a hunt goddess named Bhadra and his consort, Parvati. For 10 points, name this blue-skinned Hindu destroyer god.","Shiva"
"After emigrating from Thessaly this figure was welcomed by Camese, with whom he fathered Tiberinus. Other children include Fons by the nymph Juturna, and with the nymph Carna he was the progenitor of a line of Kings of Alba Longa. Originally a King of Latium, he was deified by Numa Pompilius. In one story he halted a Sabine attack by causing a hot spring to erupt, which led to the doors of his temple being opened in all further times of war. For 10 points, name this two-faced Roman god of beginnings and gateways, the namesake of the Gregorian calendar's first month.","Janus"
"He created the three races of mankind: the serfs, the peasants, and the warriors. The son of nine mothers, he is also called Gullintani for his shining golden teeth. He requires less sleep than a bird and can hear the grass grow or the wool on a sheep's back. At Ragnarok he will kill and be killed by Loki. FTP, name this watchman of the gods and guardian of Bifrost, the rainbow bridge to Asgard.","Heimdallr"
"This son of Muirne of the Fair Neck was raised in secret by the wise woman Bodhmal [BOHD-vahl] and her immortal sister-warrior Liath Luachra [LEE-ah LOO- kra] following the death of his father at the hands of Goll mac Morna. Taken as a young man to the land of the Sidhe [Sid-e], he was tutored for seven years by the druid Finegas and he gained his vast poetic and prophetic abilities from breaking a blister on the skin of the Salmon of Knowledge while cooking it for his master. FTP, who was this Celtic hero of the Fenian Cycle?","Fionn_mac_Cumhaill"
"His cult was centered in Khmunu, also called Hermopolis. An arbiter for the gods, one legend holds that he protected Isis during her pregnancy and healed Horus after Seth tore out his left eye. Usually depicted as a man with the head of either a baboon or an [*] ibis, he was later identified with Hermes as Hermes Trismegistos. For 10 points—name this Egyptian moon god who invented writing.","Thoth"
"According to one version of his story, he received the equipment necessary for his most famous deed from the Stygian Nymphs; more conventionally, he stole the [*] one eye and one tooth shared by the Graiae until they agreed to give him a curved sword, a bag, winged sandals, and a helmet that made him invisible. For 10  points—name this Greek hero, whose victims include King Polydectes and Medusa.","Perseus"
"This figure, while living in disguise at the court of the king of Scyros, had an affair with Deidameia that resulted in the birth of Neoptolemus. Some stories claim that, in the Underworld, this figure married Medea. After his death this man's armor was fought over by (*) Odysseus and Ajax the greater. This figure dragged one body behind his chariot seven times around the walls of Troy. That was Hector's body. This figure's mother attempted to make him immortal by either holding him over a sacred fire or dipping him in the River Styx. For 10 points, name this greatest Greek hero of the Trojan War who was finally killed when Paris shot a poisoned arrow into his ankle.","Achilles"
"This god transforms another into ash after his meditation is interrupted and the lingam is a phallic symbol of this figure. This figure obtained one of his most notable traits after drinking (*) Halahala, a poison produced in the creation of the nectar of immortality, while in his form Nataraja this god dances to fuel the creation and destruction of the world. This figure rides on the white bull Nandi and fathered with Parvati a god that rides a mouse; that god is Ganesh. For 10 points, name this blue-throated god associated with Brahma and Vishnu who is the destroyer god of the Trimurti in Hinduism.","Shiva"
"When this deity prevented Nut from giving birth on any day of the year, Thoth added five extra days that he won from the moon god Khonsu. Isis sent a serpent to bite this god in order to learn his secret name. When he became old and weak, this god sent his eye in the form of the goddess(*) Hathor to punish mankind but then got her drunk in order to avoid the destruction of the world. Each night as he travels through the underworld on his barque, this deity defeats the monster Apep. Often combined with Atum, for 10 points, identify this Egyptian god of the sun, from whom the pharaohs of Egpyt are supposedly descended.","Ra"
"This person convinced Scylla to help him kill King Nysus by cutting off Nysus's lock of crimson hair and this man's wife gave him a potion that caused him to expel spiders and scorpions, killing any mistresses. He, along with Aeacus and Rhadamanthus, became one of the (*) judges of the dead, and after this man failed to sacrifice a white bull to Poseidon, that wife was struck with a passion for a bull. She subsequently hid in a wooden cow so that she could mate with the bull, giving birth to a half-man, half-bull creature that bore part of this man's name. For 10 points, name this Greek king that imprisoned people in the Labyrinth to be eaten by the Minotaur.","Minos"
"This mythological figure tied himself to a stone with his entrails in order to die standing upright. This figure also wins a fight with a woman by shouting that her most prized possessions, her horses and chariot, have fallen off a cliff. This figure then fathers a child by that woman, (*) Connla, who he later kills. This hero spurns a goddess who he blesses after receiving three drinks of milk; that goddess, represented by a crow, is the Morrigan. Because this figure was exempt from the curse of Macha, he had to single- handedly fight the Cattle Raid of Cooley. Appearing in the stories of the Ulster Cycle, for 10 points, identify this hero of Irish myth named for the hound of Culann.","Cú_Chulainn"
